id,domain,activity,level,category,who_leads,who_else,required_qualification,wording,access_outcome,context,frequency,intensity_summary,evidence_to_monitor,student_voice_prompt,how_support_fades,status
D5-A03-SUB-01C,Interpersonal Interactions,Regulating Behaviours Within Interactions,Substantial,"Regulation, engagement & independence",Classroom Teacher,Education Support Staff,,Provide explicit coaching on emotional regulation and impulse control,regulate emotions and impulses during interactions and return to participation,group work; peer conflict; social demands; unstructured settings,on most days or across most relevant tasks or settings,"Frequent, personalised; on most days/relevant settings","interactions that stayed safe and positive; early signs noticed, and strategies used; co-regulation needed, and time to return to the group; patterns by setting, time or person","Which part of this support helps you most when working with group work, peer conflict, social demands or unstructured settings? What should we keep, change or fade?","Reduce adult co-regulation as {preferredName} uses strategies independently in more settings. Keep breaks and predictable routines, and review the pattern each term with {preferredName} and the family.",working_draft
D5-A03-SUB-01D,Interpersonal Interactions,Regulating Behaviours Within Interactions,Substantial,"Regulation, engagement & independence",Classroom Teacher,Education Support Staff,,Offer timely co-regulation,regulate emotions and impulses during interactions and return to participation,group work; peer conflict; social demands; unstructured settings,on most days or across most relevant tasks or settings,"Frequent, personalised; on most days/relevant settings","interactions that stayed safe and positive; early signs noticed, and strategies used; co-regulation needed, and time to return to the group; patterns by setting, time or person","Which part of this support helps you most when working with group work, peer conflict, social demands or unstructured settings? What should we keep, change or fade?","Reduce adult co-regulation as {preferredName} uses strategies independently in more settings. Keep breaks and predictable routines, and review the pattern each term with {preferredName} and the family.",working_draft
D5-A03-EXT-01A,Interpersonal Interactions,Regulating Behaviours Within Interactions,Extensive,"Regulation, engagement & independence",Classroom Teacher,Education Support Staff,,Anticipate triggers and adjust before they occur,regulate emotions and impulses during interactions and return to participation,group work; peer conflict; social demands; unstructured settings,consistently throughout the activity or across relevant settings in the school day,"Sustained, highly individualised; consistently across activity/settings","interactions that stayed safe and positive; early signs noticed, and strategies used; co-regulation needed, and time to return to the group; patterns by setting, time or person","Which part of this support helps you most when working with group work, peer conflict, social demands or unstructured settings? What should we keep, change or fade?","Reduce adult co-regulation as {preferredName} uses strategies independently in more settings. Keep breaks and predictable routines, and review the pattern each term with {preferredName} and the family.",working_draft
D5-A03-EXT-01B,Interpersonal Interactions,Regulating Behaviours Within Interactions,Extensive,"Regulation, engagement & independence",Classroom Teacher,Education Support Staff,,Temporarily reduce non-essential demands when this is part of the agreed support plan,regulate emotions and impulses during interactions and return to participation,group work; peer conflict; social demands; unstructured settings,consistently throughout the activity or across relevant settings in the school day,"Sustained, highly individualised; consistently across activity/settings","interactions that stayed safe and positive; early signs noticed, and strategies used; co-regulation needed, and time to return to the group; patterns by setting, time or person","Which part of this support helps you most when working with group work, peer conflict, social demands or unstructured settings? What should we keep, change or fade?","Reduce adult co-regulation as {preferredName} uses strategies independently in more settings. Keep breaks and predictable routines, and review the pattern each term with {preferredName} and the family.",working_draft
D5-A03-EXT-01C,Interpersonal Interactions,Regulating Behaviours Within Interactions,Extensive,"Regulation, engagement & independence",Classroom Teacher,Education Support Staff,,Provide co-regulation,regulate emotions and impulses during interactions and return to participation,group work; peer conflict; social demands; unstructured settings,consistently throughout the activity or across relevant settings in the school day,"Sustained, highly individualised; consistently across activity/settings","interactions that stayed safe and positive; early signs noticed, and strategies used; co-regulation needed, and time to return to the group; patterns by setting, time or person","Which part of this support helps you most when working with group work, peer conflict, social demands or unstructured settings? What should we keep, change or fade?","Reduce adult co-regulation as {preferredName} uses strategies independently in more settings. Keep breaks and predictable routines, and review the pattern each term with {preferredName} and the family.",working_draft
D5-A03-EXT-01D,Interpersonal Interactions,Regulating Behaviours Within Interactions,Extensive,"Regulation, engagement & independence",Classroom Teacher,Education Support Staff,,Support {preferredName} to communicate safely using the agreed strategy or system,regulate emotions and impulses during interactions and return to participation,group work; peer conflict; social demands; unstructured settings,consistently throughout the activity or across relevant settings in the school day,"Sustained, highly individualised; consistently across activity/settings","interactions that stayed safe and positive; early signs noticed, and strategies used; co-regulation needed, and time to return to the group; patterns by setting, time or person","Which part of this support helps you most when working with group work, peer conflict, social demands or unstructured settings? What should we keep, change or fade?","Reduce adult co-regulation as {preferredName} uses strategies independently in more settings. Keep breaks and predictable routines, and review the pattern each term with {preferredName} and the family.",working_draft
D5-A03-EXT-02A,Interpersonal Interactions,Regulating Behaviours Within Interactions,Extensive,"Regulation, engagement & independence",Classroom Teacher,Education Support Staff,,Prompt {preferredName} to take an agreed break,regulate emotions and impulses during interactions and return to participation,group work; peer conflict; social demands; unstructured settings,consistently throughout the activity or across relevant settings in the school day,"Sustained, highly individualised; consistently across activity/settings","interactions that stayed safe and positive; early signs noticed, and strategies used; co-regulation needed, and time to return to the group; patterns by setting, time or person","Which part of this support helps you most when working with group work, peer conflict, social demands or unstructured settings? What should we keep, change or fade?","Reduce adult co-regulation as {preferredName} uses strategies independently in more settings. Keep breaks and predictable routines, and review the pattern each term with {preferredName} and the family.",working_draft
D5-A03-EXT-02B,Interpersonal Interactions,Regulating Behaviours Within Interactions,Extensive,"Regulation, engagement & independence",Classroom Teacher,Education Support Staff,,Model replacement behaviours,regulate emotions and impulses during interactions and return to participation,group work; peer conflict; social demands; unstructured settings,consistently throughout the activity or across relevant settings in the school day,"Sustained, highly individualised; consistently across activity/settings","interactions that stayed safe and positive; early signs noticed, and strategies used; co-regulation needed, and time to return to the group; patterns by setting, time or person","Which part of this support helps you most when working with group work, peer conflict, social demands or unstructured settings? What should we keep, change or fade?","Reduce adult co-regulation as {preferredName} uses strategies independently in more settings. Keep breaks and predictable routines, and review the pattern each term with {preferredName} and the family.",working_draft
D5-A03-EXT-02C,Interpersonal Interactions,Regulating Behaviours Within Interactions,Extensive,"Regulation, engagement & independence",Classroom Teacher,Education Support Staff,,Intervene early in conflict,regulate emotions and impulses during interactions and return to participation,group work; peer conflict; social demands; unstructured settings,consistently throughout the activity or across relevant settings in the school day,"Sustained, highly individualised; consistently across activity/settings","interactions that stayed safe and positive; early signs noticed, and strategies used; co-regulation needed, and time to return to the group; patterns by setting, time or person","Which part of this support helps you most when working with group work, peer conflict, social demands or unstructured settings? What should we keep, change or fade?","Reduce adult co-regulation as {preferredName} uses strategies independently in more settings. Keep breaks and predictable routines, and review the pattern each term with {preferredName} and the family.",working_draft
D5-A03-EXT-02D,Interpersonal Interactions,Regulating Behaviours Within Interactions,Extensive,"Regulation, engagement & independence",Classroom Teacher,Education Support Staff,,Support {preferredName} to return to learning,regulate emotions and impulses during interactions and return to participation,group work; peer conflict; social demands; unstructured settings,consistently throughout the activity or across relevant settings in the school day,"Sustained, highly individualised; consistently across activity/settings","interactions that stayed safe and positive; early signs noticed, and strategies used; co-regulation needed, and time to return to the group; patterns by setting, time or person","Which part of this support helps you most when working with group work, peer conflict, social demands or unstructured settings? What should we keep, change or fade?","Reduce adult co-regulation as {preferredName} uses strategies independently in more settings. Keep breaks and predictable routines, and review the pattern each term with {preferredName} and the family.",working_draft
D5-A03-EXT-03,Interpersonal Interactions,Regulating Behaviours Within Interactions,Extensive,"Regulation, engagement & independence",Classroom Teacher,Education Support Staff,,Support {preferredName} to return to social participation after dysregulation,regulate emotions and impulses during interactions and return to participation,group work; peer conflict; social demands; unstructured settings,consistently throughout the activity or across relevant settings in the school day,"Sustained, highly individualised; consistently across activity/settings","interactions that stayed safe and positive; early signs noticed, and strategies used; co-regulation needed, and time to return to the group; patterns by setting, time or person","Which part of this support helps you most when working with group work, peer conflict, social demands or unstructured settings? What should we keep, change or fade?","Reduce adult co-regulation as {preferredName} uses strategies independently in more settings. Keep breaks and predictable routines, and review the pattern each term with {preferredName} and the family.",working_draft
D5-A04-PE-01,Interpersonal Interactions,Interacting According to Social Rules,Present Environment,"Regulation, engagement & independence",Classroom Teacher,,,Maintain ordinary accessible supports and resources in the setting,"access classrooms, group work, yard, transitions, excursions or assemblies",classrooms; group work; yard; transitions; excursions; assemblies,as part of everyday practice,Ordinary supports/resources available in the setting,"expectations {preferredName} follows in each setting; misunderstandings, and how they were repaired; pre-teaching or cues needed; settings where support is still needed","Which part of this support helps you most when working with classrooms, group work, yard, transitions, excursions or assemblies? What should we keep, change or fade?","Fade pre-teaching for familiar settings first, and keep it for new ones such as excursions and relief teachers. Social rules are shared, so help peers and staff meet {preferredName} halfway.",working_draft
D5-A04-DT-01,Interpersonal Interactions,Interacting According to Social Rules,Differentiated Teaching,"Regulation, engagement & independence",Classroom Teacher,Education Support Staff,,Provide agreed classroom supports matched to the activity,navigate social expectations safely and respectfully,classrooms; group work; yard; transitions; excursions; assemblies,as needed during relevant tasks or routines,"Brief, occasional; within usual classroom practice","expectations {preferredName} follows in each setting; misunderstandings, and how they were repaired; pre-teaching or cues needed; settings where support is still needed","Which part of this support helps you most when working with classrooms, group work, yard, transitions, excursions or assemblies? What should we keep, change or fade?","Fade pre-teaching for familiar settings first, and keep it for new ones such as excursions and relief teachers. Social rules are shared, so help peers and staff meet {preferredName} halfway.",working_draft
D5-A04-SUP-01A,Interpersonal Interactions,Interacting According to Social Rules,Supplementary,"Regulation, engagement & independence",Classroom Teacher,Education Support Staff,,Use a social story matched to the identified situation,navigate social expectations safely and respectfully,classrooms; group work; yard; transitions; excursions; assemblies,at specific times through the week or in identified tasks or settings,"Regular, planned and personalised; at specific times/settings","expectations {preferredName} follows in each setting; misunderstandings, and how they were repaired; pre-teaching or cues needed; settings where support is still needed","Which part of this support helps you most when working with classrooms, group work, yard, transitions, excursions or assemblies? What should we keep, change or fade?","Fade pre-teaching for familiar settings first, and keep it for new ones such as excursions and relief teachers. Social rules are shared, so help peers and staff meet {preferredName} halfway.",working_draft
D5-A04-SUP-01B,Interpersonal Interactions,Interacting According to Social Rules,Supplementary,"Regulation, engagement & independence",Classroom Teacher,Education Support Staff,,Use social skills groups,navigate social expectations safely and respectfully,classrooms; group work; yard; transitions; excursions; assemblies,at specific times through the week or in identified tasks or settings,"Regular, planned and personalised; at specific times/settings","expectations {preferredName} follows in each setting; misunderstandings, and how they were repaired; pre-teaching or cues needed; settings where support is still needed","Which part of this support helps you most when working with classrooms, group work, yard, transitions, excursions or assemblies? What should we keep, change or fade?","Fade pre-teaching for familiar settings first, and keep it for new ones such as excursions and relief teachers. Social rules are shared, so help peers and staff meet {preferredName} halfway.",working_draft
D5-A04-SUP-01C,Interpersonal Interactions,Interacting According to Social Rules,Supplementary,"Regulation, engagement & independence",Classroom Teacher,Education Support Staff,,Use visual prompts,navigate social expectations safely and respectfully,classrooms; group work; yard; transitions; excursions; assemblies,at specific times through the week or in identified tasks or settings,"Regular, planned and personalised; at specific times/settings","expectations {preferredName} follows in each setting; misunderstandings, and how they were repaired; pre-teaching or cues needed; settings where support is still needed","Which part of this support helps you most when working with classrooms, group work, yard, transitions, excursions or assemblies? What should we keep, change or fade?","Fade pre-teaching for familiar settings first, and keep it for new ones such as excursions and relief teachers. Social rules are shared, so help peers and staff meet {preferredName} halfway.",working_draft
D5-A04-SUP-01D,Interpersonal Interactions,Interacting According to Social Rules,Supplementary,"Regulation, engagement & independence",Classroom Teacher,Education Support Staff,,Coach {preferredName} on social expectations during activities,navigate social expectations safely and respectfully,classrooms; group work; yard; transitions; excursions; assemblies,at specific times through the week or in identified tasks or settings,"Regular, planned and personalised; at specific times/settings","expectations {preferredName} follows in each setting; misunderstandings, and how they were repaired; pre-teaching or cues needed; settings where support is still needed","Which part of this support helps you most when working with classrooms, group work, yard, transitions, excursions or assemblies? What should we keep, change or fade?","Fade pre-teaching for familiar settings first, and keep it for new ones such as excursions and relief teachers. Social rules are shared, so help peers and staff meet {preferredName} halfway.",working_draft
D5-A04-SUP-02,Interpersonal Interactions,Interacting According to Social Rules,Supplementary,"Regulation, engagement & independence",Classroom Teacher,Education Support Staff,,Use pre-correction and structured opportunities to practise expected behaviours,navigate social expectations safely and respectfully,classrooms; group work; yard; transitions; excursions; assemblies,at specific times through the week or in identified tasks or settings,"Regular, planned and personalised; at specific times/settings","expectations {preferredName} follows in each setting; misunderstandings, and how they were repaired; pre-teaching or cues needed; settings where support is still needed","Which part of this support helps you most when working with classrooms, group work, yard, transitions, excursions or assemblies? What should we keep, change or fade?","Fade pre-teaching for familiar settings first, and keep it for new ones such as excursions and relief teachers. Social rules are shared, so help peers and staff meet {preferredName} halfway.",working_draft
D5-A04-SUB-01A,Interpersonal Interactions,Interacting According to Social Rules,Substantial,"Regulation, engagement & independence",Classroom Teacher,Education Support Staff,,Pre-teach social expectations,navigate social expectations safely and respectfully,classrooms; group work; yard; transitions; excursions; assemblies,on most days or across most relevant tasks or settings,"Frequent, personalised; on most days/relevant settings","expectations {preferredName} follows in each setting; misunderstandings, and how they were repaired; pre-teaching or cues needed; settings where support is still needed","Which part of this support helps you most when working with classrooms, group work, yard, transitions, excursions or assemblies? What should we keep, change or fade?","Fade pre-teaching for familiar settings first, and keep it for new ones such as excursions and relief teachers. Social rules are shared, so help peers and staff meet {preferredName} halfway.",working_draft
D5-A04-SUB-01B,Interpersonal Interactions,Interacting According to Social Rules,Substantial,"Regulation, engagement & independence",Classroom Teacher,Education Support Staff,,Provide visual cues for group norms,navigate social expectations safely and respectfully,classrooms; group work; yard; transitions; excursions; assemblies,on most days or across most relevant tasks or settings,"Frequent, personalised; on most days/relevant settings","expectations {preferredName} follows in each setting; misunderstandings, and how they were repaired; pre-teaching or cues needed; settings where support is still needed","Which part of this support helps you most when working with classrooms, group work, yard, transitions, excursions or assemblies? What should we keep, change or fade?","Fade pre-teaching for familiar settings first, and keep it for new ones such as excursions and relief teachers. Social rules are shared, so help peers and staff meet {preferredName} halfway.",working_draft
D5-A04-SUB-01C,Interpersonal Interactions,Interacting According to Social Rules,Substantial,"Regulation, engagement & independence",Classroom Teacher,Education Support Staff,,Actively coach {preferredName} during activities,navigate social expectations safely and respectfully,classrooms; group work; yard; transitions; excursions; assemblies,on most days or across most relevant tasks or settings,"Frequent, personalised; on most days/relevant settings","expectations {preferredName} follows in each setting; misunderstandings, and how they were repaired; pre-teaching or cues needed; settings where support is still needed","Which part of this support helps you most when working with classrooms, group work, yard, transitions, excursions or assemblies? What should we keep, change or fade?","Fade pre-teaching for familiar settings first, and keep it for new ones such as excursions and relief teachers. Social rules are shared, so help peers and staff meet {preferredName} halfway.",working_draft
D5-A04-SUB-01D,Interpersonal Interactions,Interacting According to Social Rules,Substantial,"Regulation, engagement & independence",Classroom Teacher,Education Support Staff,,Support repair after misunderstandings,navigate social expectations safely and respectfully,classrooms; group work; yard; transitions; excursions; assemblies,on most days or across most relevant tasks or settings,"Frequent, personalised; on most days/relevant settings","expectations {preferredName} follows in each setting; misunderstandings, and how they were repaired; pre-teaching or cues needed; settings where support is still needed","Which part of this support helps you most when working with classrooms, group work, yard, transitions, excursions or assemblies? What should we keep, change or fade?","Fade pre-teaching for familiar settings first, and keep it for new ones such as excursions and relief teachers. Social rules are shared, so help peers and staff meet {preferredName} halfway.",working_draft
D5-A04-SUB-02,Interpersonal Interactions,Interacting According to Social Rules,Substantial,"Regulation, engagement & independence",Classroom Teacher,Education Support Staff,,Offer structured breaks from social demands,navigate social expectations safely and respectfully,classrooms; group work; yard; transitions; excursions; assemblies,on most days or across most relevant tasks or settings,"Frequent, personalised; on most days/relevant settings","expectations {preferredName} follows in each setting; misunderstandings, and how they were repaired; pre-teaching or cues needed; settings where support is still needed","Which part of this support helps you most when working with classrooms, group work, yard, transitions, excursions or assemblies? What should we keep, change or fade?","Fade pre-teaching for familiar settings first, and keep it for new ones such as excursions and relief teachers. Social rules are shared, so help peers and staff meet {preferredName} halfway.",working_draft
D5-A04-EXT-01A,Interpersonal Interactions,Interacting According to Social Rules,Extensive,"Regulation, engagement & independence",Classroom Teacher,Education Support Staff,,Closely supervise interactions,navigate social expectations safely and respectfully,classrooms; group work; yard; transitions; excursions; assemblies,consistently throughout the activity or across relevant settings in the school day,"Sustained, highly individualised; consistently across activity/settings","expectations {preferredName} follows in each setting; misunderstandings, and how they were repaired; pre-teaching or cues needed; settings where support is still needed","Which part of this support helps you most when working with classrooms, group work, yard, transitions, excursions or assemblies? What should we keep, change or fade?","Fade pre-teaching for familiar settings first, and keep it for new ones such as excursions and relief teachers. Social rules are shared, so help peers and staff meet {preferredName} halfway.",working_draft
D5-A04-EXT-01B,Interpersonal Interactions,Interacting According to Social Rules,Extensive,"Regulation, engagement & independence",Classroom Teacher,Education Support Staff,,Explicitly teach social expectations,navigate social expectations safely and respectfully,classrooms; group work; yard; transitions; excursions; assemblies,consistently throughout the activity or across relevant settings in the school day,"Sustained, highly individualised; consistently across activity/settings","expectations {preferredName} follows in each setting; misunderstandings, and how they were repaired; pre-teaching or cues needed; settings where support is still needed","Which part of this support helps you most when working with classrooms, group work, yard, transitions, excursions or assemblies? What should we keep, change or fade?","Fade pre-teaching for familiar settings first, and keep it for new ones such as excursions and relief teachers. Social rules are shared, so help peers and staff meet {preferredName} halfway.",working_draft
D5-A04-EXT-01C,Interpersonal Interactions,Interacting According to Social Rules,Extensive,"Regulation, engagement & independence",Classroom Teacher,Education Support Staff,,Pre-teach routines,navigate social expectations safely and respectfully,classrooms; group work; yard; transitions; excursions; assemblies,consistently throughout the activity or across relevant settings in the school day,"Sustained, highly individualised; consistently across activity/settings","expectations {preferredName} follows in each setting; misunderstandings, and how they were repaired; pre-teaching or cues needed; settings where support is still needed","Which part of this support helps you most when working with classrooms, group work, yard, transitions, excursions or assemblies? What should we keep, change or fade?","Fade pre-teaching for familiar settings first, and keep it for new ones such as excursions and relief teachers. Social rules are shared, so help peers and staff meet {preferredName} halfway.",working_draft
D5-A04-EXT-01D,Interpersonal Interactions,Interacting According to Social Rules,Extensive,"Regulation, engagement & independence",Classroom Teacher,Education Support Staff,,Provide real-time coaching,navigate social expectations safely and respectfully,classrooms; group work; yard; transitions; excursions; assemblies,consistently throughout the activity or across relevant settings in the school day,"Sustained, highly individualised; consistently across activity/settings","expectations {preferredName} follows in each setting; misunderstandings, and how they were repaired; pre-teaching or cues needed; settings where support is still needed","Which part of this support helps you most when working with classrooms, group work, yard, transitions, excursions or assemblies? What should we keep, change or fade?","Fade pre-teaching for familiar settings first, and keep it for new ones such as excursions and relief teachers. Social rules are shared, so help peers and staff meet {preferredName} halfway.",working_draft
D5-A04-EXT-02A,Interpersonal Interactions,Interacting According to Social Rules,Extensive,"Regulation, engagement & independence",Classroom Teacher,Education Support Staff,,Intervene during misunderstandings,navigate social expectations safely and respectfully,classrooms; group work; yard; transitions; excursions; assemblies,consistently throughout the activity or across relevant settings in the school day,"Sustained, highly individualised; consistently across activity/settings","expectations {preferredName} follows in each setting; misunderstandings, and how they were repaired; pre-teaching or cues needed; settings where support is still needed","Which part of this support helps you most when working with classrooms, group work, yard, transitions, excursions or assemblies? What should we keep, change or fade?","Fade pre-teaching for familiar settings first, and keep it for new ones such as excursions and relief teachers. Social rules are shared, so help peers and staff meet {preferredName} halfway.",working_draft
D5-A04-EXT-02B,Interpersonal Interactions,Interacting According to Social Rules,Extensive,"Regulation, engagement & independence",Classroom Teacher,Education Support Staff,,Support repair after incidents,navigate social expectations safely and respectfully,classrooms; group work; yard; transitions; excursions; assemblies,consistently throughout the activity or across relevant settings in the school day,"Sustained, highly individualised; consistently across activity/settings","expectations {preferredName} follows in each setting; misunderstandings, and how they were repaired; pre-teaching or cues needed; settings where support is still needed","Which part of this support helps you most when working with classrooms, group work, yard, transitions, excursions or assemblies? What should we keep, change or fade?","Fade pre-teaching for familiar settings first, and keep it for new ones such as excursions and relief teachers. Social rules are shared, so help peers and staff meet {preferredName} halfway.",working_draft
D5-A04-EXT-02C,Interpersonal Interactions,Interacting According to Social Rules,Extensive,"Regulation, engagement & independence",Classroom Teacher,Education Support Staff,,Modify activities so {preferredName} can take part while preserving the intended learning or participation goal,navigate social expectations safely and respectfully,classrooms; group work; yard; transitions; excursions; assemblies,consistently throughout the activity or across relevant settings in the school day,"Sustained, highly individualised; consistently across activity/settings","expectations {preferredName} follows in each setting; misunderstandings, and how they were repaired; pre-teaching or cues needed; settings where support is still needed","Which part of this support helps you most when working with classrooms, group work, yard, transitions, excursions or assemblies? What should we keep, change or fade?","Fade pre-teaching for familiar settings first, and keep it for new ones such as excursions and relief teachers. Social rules are shared, so help peers and staff meet {preferredName} halfway.",working_draft
D6-A01-PE-01,Mobility,Lifting and Carrying Objects,Present Environment,Physical access & mobility,Classroom Teacher,,,Maintain ordinary accessible supports and resources in the setting,"access {hishertheir} school bag, books, equipment, technology or materials",school bag; books; equipment; technology; materials,as part of everyday practice,Ordinary supports/resources available in the setting,"loads carried safely within the agreed limit; use of trolleys, bags or carrying aids; help asked for when needed; fatigue or discomfort after carrying","Which part of this support helps you most when working with school bag, books, equipment, technology or materials? What should we keep, change or fade?",Teach {preferredName} to judge loads and use aids independently. Reduce adult help only within the limits set by health advice.,working_draft
D6-A01-DT-01A,Mobility,Lifting and Carrying Objects,Differentiated Teaching,Physical access & mobility,Classroom Teacher; Education Support Staff,,,Prompt {preferredName} to use two hands when this is the agreed safe technique,manage required materials safely and participate in school routines,school bag; books; equipment; technology; materials,as needed during relevant tasks or routines,"Brief, occasional; within usual classroom practice","loads carried safely within the agreed limit; use of trolleys, bags or carrying aids; help asked for when needed; fatigue or discomfort after carrying","Which part of this support helps you most when working with school bag, books, equipment, technology or materials? What should we keep, change or fade?",Teach {preferredName} to judge loads and use aids independently. Reduce adult help only within the limits set by health advice.,working_draft
D6-A01-DT-01B,Mobility,Lifting and Carrying Objects,Differentiated Teaching,Physical access & mobility,Classroom Teacher; Education Support Staff,,,Reduce the load,manage required materials safely and participate in school routines,school bag; books; equipment; technology; materials,as needed during relevant tasks or routines,"Brief, occasional; within usual classroom practice","loads carried safely within the agreed limit; use of trolleys, bags or carrying aids; help asked for when needed; fatigue or discomfort after carrying","Which part of this support helps you most when working with school bag, books, equipment, technology or materials? What should we keep, change or fade?",Teach {preferredName} to judge loads and use aids independently. Reduce adult help only within the limits set by health advice.,working_draft
D6-A01-DT-01C,Mobility,Lifting and Carrying Objects,Differentiated Teaching,Physical access & mobility,Classroom Teacher; Education Support Staff,,,Teach and prompt {preferredName} to ask for help when a load or task exceeds the agreed safe limit,manage required materials safely and participate in school routines,school bag; books; equipment; technology; materials,as needed during relevant tasks or routines,"Brief, occasional; within usual classroom practice","loads carried safely within the agreed limit; use of trolleys, bags or carrying aids; help asked for when needed; fatigue or discomfort after carrying","Which part of this support helps you most when working with school bag, books, equipment, technology or materials? What should we keep, change or fade?",Teach {preferredName} to judge loads and use aids independently. Reduce adult help only within the limits set by health advice.,working_draft
D6-A01-DT-01D,Mobility,Lifting and Carrying Objects,Differentiated Teaching,Physical access & mobility,Classroom Teacher; Education Support Staff,,,Provide an appropriate bag or carrying aid,manage required materials safely and participate in school routines,school bag; books; equipment; technology; materials,as needed during relevant tasks or routines,"Brief, occasional; within usual classroom practice","loads carried safely within the agreed limit; use of trolleys, bags or carrying aids; help asked for when needed; fatigue or discomfort after carrying","Which part of this support helps you most when working with school bag, books, equipment, technology or materials? What should we keep, change or fade?",Teach {preferredName} to judge loads and use aids independently. Reduce adult help only within the limits set by health advice.,working_draft
D6-A01-DT-02A,Mobility,Lifting and Carrying Objects,Differentiated Teaching,Physical access & mobility,Classroom Teacher; Education Support Staff,,,Allow {preferredName} to carry items in stages,manage required materials safely and participate in school routines,school bag; books; equipment; technology; materials,as needed during relevant tasks or routines,"Brief, occasional; within usual classroom practice","loads carried safely within the agreed limit; use of trolleys, bags or carrying aids; help asked for when needed; fatigue or discomfort after carrying","Which part of this support helps you most when working with school bag, books, equipment, technology or materials? What should we keep, change or fade?",Teach {preferredName} to judge loads and use aids independently. Reduce adult help only within the limits set by health advice.,working_draft
D6-A01-DT-02B,Mobility,Lifting and Carrying Objects,Differentiated Teaching,Physical access & mobility,Classroom Teacher; Education Support Staff,,,Provide the agreed support to maintain balance while carrying items,manage required materials safely and participate in school routines,school bag; books; equipment; technology; materials,as needed during relevant tasks or routines,"Brief, occasional; within usual classroom practice","loads carried safely within the agreed limit; use of trolleys, bags or carrying aids; help asked for when needed; fatigue or discomfort after carrying","Which part of this support helps you most when working with school bag, books, equipment, technology or materials? What should we keep, change or fade?",Teach {preferredName} to judge loads and use aids independently. Reduce adult help only within the limits set by health advice.,working_draft
D6-A01-DT-02C,Mobility,Lifting and Carrying Objects,Differentiated Teaching,Physical access & mobility,Classroom Teacher; Education Support Staff,,,Ensure {preferredName} does not carry objects above the agreed safe load,manage required materials safely and participate in school routines,school bag; books; equipment; technology; materials,as needed during relevant tasks or routines,"Brief, occasional; within usual classroom practice","loads carried safely within the agreed limit; use of trolleys, bags or carrying aids; help asked for when needed; fatigue or discomfort after carrying","Which part of this support helps you most when working with school bag, books, equipment, technology or materials? What should we keep, change or fade?",Teach {preferredName} to judge loads and use aids independently. Reduce adult help only within the limits set by health advice.,working_draft
D6-A01-SUP-01A,Mobility,Lifting and Carrying Objects,Supplementary,Physical access & mobility,Classroom Teacher; Education Support Staff,,,Arrange for items to be handed to {preferredName} where this reduces lifting or carrying demand,manage required materials safely and participate in school routines,school bag; books; equipment; technology; materials,at specific times through the week or in identified tasks or settings,"Regular, planned and personalised; at specific times/settings","loads carried safely within the agreed limit; use of trolleys, bags or carrying aids; help asked for when needed; fatigue or discomfort after carrying","Which part of this support helps you most when working with school bag, books, equipment, technology or materials? What should we keep, change or fade?",Teach {preferredName} to judge loads and use aids independently. Reduce adult help only within the limits set by health advice.,working_draft
D6-A01-SUP-01B,Mobility,Lifting and Carrying Objects,Supplementary,Physical access & mobility,Classroom Teacher; Education Support Staff,,,Reduce load size,manage required materials safely and participate in school routines,school bag; books; equipment; technology; materials,at specific times through the week or in identified tasks or settings,"Regular, planned and personalised; at specific times/settings","loads carried safely within the agreed limit; use of trolleys, bags or carrying aids; help asked for when needed; fatigue or discomfort after carrying","Which part of this support helps you most when working with school bag, books, equipment, technology or materials? What should we keep, change or fade?",Teach {preferredName} to judge loads and use aids independently. Reduce adult help only within the limits set by health advice.,working_draft
D6-A01-SUP-01C,Mobility,Lifting and Carrying Objects,Supplementary,Physical access & mobility,Classroom Teacher; Education Support Staff,,,Provide the agreed assistive equipment and teach or support its safe use,manage required materials safely and participate in school routines,school bag; books; equipment; technology; materials,at specific times through the week or in identified tasks or settings,"Regular, planned and personalised; at specific times/settings","loads carried safely within the agreed limit; use of trolleys, bags or carrying aids; help asked for when needed; fatigue or discomfort after carrying","Which part of this support helps you most when working with school bag, books, equipment, technology or materials? What should we keep, change or fade?",Teach {preferredName} to judge loads and use aids independently. Reduce adult help only within the limits set by health advice.,working_draft
D6-A01-SUP-01D,Mobility,Lifting and Carrying Objects,Supplementary,Physical access & mobility,Classroom Teacher; Education Support Staff,,,Provide access to a trolley or other agreed carrying aid,manage required materials safely and participate in school routines,school bag; books; equipment; technology; materials,at specific times through the week or in identified tasks or settings,"Regular, planned and personalised; at specific times/settings","loads carried safely within the agreed limit; use of trolleys, bags or carrying aids; help asked for when needed; fatigue or discomfort after carrying","Which part of this support helps you most when working with school bag, books, equipment, technology or materials? What should we keep, change or fade?",Teach {preferredName} to judge loads and use aids independently. Reduce adult help only within the limits set by health advice.,working_draft
D6-A01-SUP-02,Mobility,Lifting and Carrying Objects,Supplementary,Physical access & mobility,Classroom Teacher; Education Support Staff,,,Arrange for staff to transport some materials,manage required materials safely and participate in school routines,school bag; books; equipment; technology; materials,at specific times through the week or in identified tasks or settings,"Regular, planned and personalised; at specific times/settings","loads carried safely within the agreed limit; use of trolleys, bags or carrying aids; help asked for when needed; fatigue or discomfort after carrying","Which part of this support helps you most when working with school bag, books, equipment, technology or materials? What should we keep, change or fade?",Teach {preferredName} to judge loads and use aids independently. Reduce adult help only within the limits set by health advice.,working_draft
